code,名称,类型,日期,净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,f1,f2,f3,f4,f5,f6,f7,可购买,f9,起购金额,费率,e1,e2,e3
050111,博时信用债券C,债券型,2025/11/20,3.5108,-0.33,-1.94,0.6,3.34,15.24,18.36,27.02,21.4,17.07,280.17,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
003628,兴银收益增强A,债券型,2025/11/20,1.3155,-0.25,-1.03,1.36,1.52,11.92,18.26,26.9,24.77,17.76,63,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
018500,兴银收益增强C,债券型,2025/11/20,1.375,-0.25,-1.03,1.35,1.5,11.87,18.15,26.65,,17.67,23.27,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
161624,融通可转债债券A,债券型,2025/11/20,1.161,-0.04,-2.7,1.42,-1.17,13.86,18.14,-6.14,-4.06,16.52,24.85,3,1,1,0.08,0,,043_045,1,1,10元,0.80%,0.08%,0.08%,1,
010118,天弘多元收益债券A,债券型,2025/11/20,1.3646,0.08,-0.39,1.9,3.31,12.81,18.02,21.02,21.7,15.33,36.46,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
006618,长江可转债债券A,债券型,2025/11/20,1.6248,-0.25,-2.03,1.87,0.46,13.32,17.81,18.77,14.5,15.98,70.39,3,1,1,0.08,0,,043_045,1,1,10元,0.80%,0.08%,0.08%,1,
002280,华富安享债券A,债券型,2025/11/20,1.2216,-0.3,-1.99,1.49,2.15,12.43,17.68,16.83,11.41,15.68,67.18,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
161625,融通可转债债券C,债券型,2025/11/20,1.1113,-0.04,-2.71,1.39,-1.26,13.63,17.67,-6.9,-5.2,16.1,19.56,3,0,1,0,0,,043_045,1,1,10元,0.00%,0.00%,0.00%,0,
010119,天弘多元收益债券C,债券型,2025/11/20,1.3441,0.08,-0.39,1.87,3.23,12.65,17.67,20.3,20.61,15.03,34.41,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
022527,天弘多元收益债券E,债券型,2025/11/20,1.3597,0.08,-0.4,1.87,3.22,12.62,17.61,,,14.98,20.08,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
519733,交银强化回报债券A/B,债券型,2025/11/20,1.3126,-0.05,-0.34,2.51,2.39,10,17.6,18.65,17.7,14.82,58.4,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
000143,鹏华双债加利债券A,债券型,2025/11/20,2.0341,-0.21,-1.19,0.96,2.68,12.41,17.44,28.44,25.05,15.95,132.5,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
013149,鹏华双债加利债券C,债券型,2025/11/20,1.2155,-0.21,-1.19,0.96,2.68,12.41,17.44,28.37,24.71,15.94,21.55,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
022226,鹏华双债加利债券D,债券型,2025/11/20,1.2435,-0.21,-1.19,0.96,2.68,12.4,17.43,,,15.94,24.35,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
006619,长江可转债债券C,债券型,2025/11/20,1.5847,-0.25,-2.03,1.84,0.37,13.09,17.33,17.83,13.13,15.57,65.81,3,0,1,0,0,,043_045,1,1,10元,,0.00%,,,
014088,永赢稳健增强债券A,债券型,2025/11/20,1.1736,0.13,-0.8,1.34,2.23,12.49,17.32,24.32,17.67,14.87,17.36,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
519735,交银强化回报债券C,债券型,2025/11/20,1.2624,-0.06,-0.35,2.48,2.29,9.78,17.14,17.72,16.23,14.42,50.99,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
040022,华安可转债债券A,债券型,2025/11/20,2.198,-0.32,-0.95,2.47,2.57,10.51,17.1,23.76,24.11,15.38,119.8,3,1,1,0.08,0,,043_045,1,1,10元,0.80%,0.08%,0.08%,1,
002924,华商瑞鑫定开债,债券型,2025/11/14,1.983,,0.2,-1.1,2.59,14.16,17.06,21.51,23.17,16.92,98.3,0,1,1,0.08,0,,043_071,0,6,10元,0.80%,0.08%,0.08%,1,
163811,中银双利债券A,债券型,2025/11/20,1.5553,-0.2,-0.85,0.36,1.07,6.4,17.04,26.15,27.13,12.64,122.54,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
006898,天弘弘丰增强回报债券A,债券型,2025/11/20,1.3558,0.14,-0.49,2.12,2.8,12.95,16.95,17.71,17.99,14.11,35.58,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
050023,博时天颐债券A,债券型,2025/11/20,1.7198,-0.01,-2.02,-0.2,-0.27,7.74,16.87,17.18,14.23,16.49,110.01,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
014089,永赢稳健增强债券C,债券型,2025/11/20,1.1556,0.12,-0.81,1.3,2.13,12.26,16.87,23.36,16.28,14.47,15.56,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
040023,华安可转债债券B,债券型,2025/11/20,2.083,-0.33,-0.95,2.41,2.46,10.33,16.69,22.82,22.82,15.02,108.3,3,0,1,0,0,,043_045,1,1,10元,0.00%,0.00%,0.00%,0,
163812,中银双利债券B,债券型,2025/11/20,1.5233,-0.2,-0.87,0.33,0.99,6.21,16.63,25.28,25.82,12.3,110.98,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
002101,创金合信转债精选债券A,债券型,2025/11/20,1.436,-0.17,-1.12,2.36,-1.03,11.12,16.61,10.14,12.96,14.2,52.87,3,1,1,0.08,0,,043_045,1,1,10元,0.80%,0.08%,0.08%,1,
000047,华夏双债债券A,债券型,2025/11/20,2.051,-0.18,-1.35,0.29,0.38,9.93,16.57,28.5,29.48,14.67,159.49,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
008398,汇添富鑫福债,债券型,2025/11/20,1.1878,-0.11,-0.39,3.54,2.64,11.93,16.57,22.12,25.29,12.97,28.24,3,1,1,0.06,0,,043,1,1,10元,0.60%,0.06%,0.06%,1,
006899,天弘弘丰增强回报债券C,债券型,2025/11/20,1.3203,0.14,-0.5,2.1,2.69,12.72,16.48,16.78,16.58,13.7,32.03,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
050123,博时天颐债券C,债券型,2025/11/20,1.6248,-0.01,-2.03,-0.23,-0.37,7.53,16.41,16.25,12.87,16.08,96.97,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
007609,汇安嘉诚债券A,债券型,2025/11/20,1.2126,-0.41,-1.33,2.07,1.01,8.8,16.37,19.47,17.87,13.87,27.54,3,1,1,0.06,0,,043,1,1,10元,0.60%,0.06%,0.06%,1,
000406,汇添富双利增强债券A,债券型,2025/11/20,1.2307,-0.11,-1.2,1.93,5.59,14.28,16.36,18.22,17.06,15.13,83.3,3,1,1,0.1,0,,043,1,1,10元,1.00%,0.10%,0.10%,1,
021772,汇添富双利增强债券D,债券型,2025/11/20,1.2309,-0.11,-1.19,1.94,5.6,14.29,16.35,,,15.14,15.88,3,1,1,0.1,0,,043,1,1,10元,1.00%,0.10%,0.10%,1,
002102,创金合信转债精选债券C,债券型,2025/11/20,1.4039,-0.18,-1.13,2.33,-1.11,10.95,16.26,9.45,11.9,13.9,37.11,3,0,1,0,0,,043_045,1,1,10元,,0.00%,,,
000048,华夏双债债券C,债券型,2025/11/20,1.9904,-0.18,-1.35,0.27,0.31,9.76,16.23,27.74,28.33,14.37,150.41,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
004564,北信瑞丰鼎利债券A,债券型,2025/11/20,1.3042,-0.13,-0.86,0.76,1.65,8.62,16.16,22.49,28.31,14.42,44.27,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
675011,西部利得稳健双利债券A,债券型,2025/11/20,1.765,-0.17,-1.01,1.2,-2.22,9.7,16.04,13.8,15.97,14.24,103.99,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
161010,富国天丰强化债券(LOF)A,债券型,2025/11/20,1.2244,-0.1,-0.62,1.13,-2.34,7.51,15.94,21.87,23.7,13.31,194.76,3,1,1,0.08,0,,020_043,1,1,10元,0.80%,0.08%,0.08%,1,
007610,汇安嘉诚债券C,债券型,2025/11/20,1.187,-0.41,-1.35,2.05,0.91,8.59,15.91,18.52,16.45,13.47,24.38,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
000407,汇添富双利增强债券C,债券型,2025/11/20,1.2006,-0.12,-1.2,1.89,5.49,14.06,15.9,17.36,15.73,14.73,78.73,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
005193,北信瑞丰鼎利债券C,债券型,2025/11/20,1.287,-0.13,-0.87,0.74,1.58,8.45,15.85,21.91,27.11,14.19,40.76,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
005579,光大晟利债券A,债券型,2025/11/20,1.3697,-0.21,-1.23,2.25,0.4,7.94,15.73,14.74,18.87,11.83,36.97,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
011280,华宝双债增强债券A,债券型,2025/11/20,1.2032,-0.07,-0.86,1.75,2.66,9.87,15.7,14.39,16.26,13.77,20.32,0,1,1,0.08,0,,043,0,4,10元,0.80%,0.08%,0.08%,1,
002474,中邮睿信增强债,债券型,2025/11/20,1.384,-0.29,-1.28,1.69,2.22,9.84,15.62,26.51,29.31,12.98,71.61,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
675013,西部利得稳健双利债券C,债券型,2025/11/20,1.711,-0.18,-1.04,1.12,-2.34,9.47,15.61,12.94,14.6,13.76,92.57,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
001862,东方红收益增强债券A,债券型,2025/11/20,1.3471,-0.18,-0.82,-0.08,0.5,8.27,15.41,26.89,25.96,13.42,66.11,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
005580,光大晟利债券C,债券型,2025/11/20,1.326,-0.21,-1.23,2.21,0.31,7.73,15.3,13.86,17.47,11.46,32.6,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
011281,华宝双债增强债券C,债券型,2025/11/20,1.1813,-0.08,-0.86,1.71,2.55,9.64,15.24,13.49,14.87,13.37,18.13,0,0,1,0,0,,043,0,4,10元,,0.00%,,,
001863,东方红收益增强债券C,债券型,2025/11/20,1.3126,-0.17,-0.83,-0.12,0.41,8.06,14.96,25.88,24.46,13.02,59.96,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
009512,天弘添利债券(LOF)E,债券型,2025/11/20,1.4372,-0.19,-0.83,1.18,0.54,7.9,14.93,21.37,20.03,12.39,49.93,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
160718,嘉实多利收益债券A,债券型,2025/11/20,0.9219,-0.21,-0.85,1.09,3.44,10.57,14.64,21.41,20.89,12.69,102.65,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
164206,天弘添利债券(LOF)C,债券型,2025/11/20,1.6514,-0.19,-0.84,1.16,0.45,7.71,14.53,20.53,18.76,12.04,197.29,3,0,1,0,0,,020_043,1,1,10元,,0.00%,,,
022583,天弘添利债券(LOF)F,债券型,2025/11/20,1.6508,-0.19,-0.84,1.15,0.44,7.69,14.49,,,12.01,13.28,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
261001,景顺长城稳定收益债券A,债券型,2025/11/20,1.234,0,-0.4,1.56,1.23,6.1,14.37,18.54,17.65,11.37,71.53,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
005717,兴业机遇债券A,债券型,2025/11/20,1.6025,-0.07,-0.5,-0.1,2.91,8.58,14.36,22.01,21.03,12.12,77.27,3,99,1,0.8,0,,043,1,1,10元,0.80%,0.80%,0.80%,99,
016367,嘉实多利收益债券C,债券型,2025/11/20,0.9097,-0.2,-0.85,1.06,3.35,10.35,14.2,20.49,19.24,12.31,18.44,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
022534,景顺长城稳定收益债券F,债券型,2025/11/20,1.232,-0.08,-0.48,1.48,1.23,6.12,14.18,,,11.19,15.68,3,0,1,0,0,,043,1,1,1000元,,0.00%,,,
005121,富国兴利增强债券A,债券型,2025/11/20,1.7535,-0.34,-1.71,1.01,3.26,12.15,14.12,23.53,22.12,13.72,75.35,3,1,1,0.08,0,,043_080,1,1,10元,0.80%,0.08%,0.08%,1,
022229,富国兴利增强债券E,债券型,2025/11/20,1.7528,-0.34,-1.71,1,3.26,12.14,14.09,,,13.7,26.65,3,0,1,0,0,,043_080,1,1,10元,,0.00%,,,
261101,景顺长城稳定收益债券C,债券型,2025/11/20,1.219,0,-0.49,1.5,1.08,5.91,13.93,17.66,16.34,11.02,61.67,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
008222,兴业机遇债券C,债券型,2025/11/20,1.6136,-0.07,-0.51,-0.13,2.81,8.36,13.91,21.03,19.58,11.72,66.56,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
014775,招商安本增利债券A,债券型,2025/11/20,1.8217,-0.34,-1.27,0.76,2.43,10.17,13.8,21.46,23.98,13.26,22.69,3,1,1,0.05,0,,043,1,1,10元,0.50%,0.05%,0.05%,1,
010014,华夏鼎清债券A,债券型,2025/11/20,1.1681,0.08,-0.71,0.38,1.03,9.34,13.77,16.26,15.38,11.21,16.81,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
018491,格林聚合增强债券A,债券型,2025/11/20,1.1921,0.01,-0.21,2.76,4.82,9.89,13.67,19.15,,12.36,19.2,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
004807,中银证券安弘债券A,债券型,2025/11/20,1.4209,-0.27,-1,1,3.74,11.36,13.5,20.49,14.41,11.16,42.09,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
002459,华夏鼎利债券发起式A,债券型,2025/11/20,1.4871,-0.26,-0.98,0.43,4.28,11.59,13.49,19.96,21.67,13,91.86,3,1,1,0.08,0,,043_080,1,1,10元,0.80%,0.08%,0.08%,1,
217008,招商安本增利债券C,债券型,2025/11/20,1.8007,-0.34,-1.28,0.74,2.35,10.01,13.46,20.74,22.86,12.96,238.64,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
009358,兴业稳健双利一年持有期债券A,债券型,2025/11/20,1.1454,-0.14,-0.46,1.9,3.26,7.05,13.45,15.22,16.14,10.83,14.54,3,1,1,0.06,0,,043_073,1,1,10元,0.60%,0.06%,0.06%,1,
010899,上银慧恒收益增强债券A,债券型,2025/11/20,0.923,-0.54,-2.49,1.75,3.91,7.55,13.42,14.26,9.22,6.93,-7.7,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
000067,民生加银转债优选A,债券型,2025/11/20,0.8279,-0.23,-1.35,3.29,0.66,8.36,13.41,14.99,0.23,11.13,14.97,3,1,1,0.08,0,,043_045,1,1,10元,0.80%,0.08%,0.08%,1,
002460,华夏鼎利债券发起式C,债券型,2025/11/20,1.481,-0.26,-0.98,0.42,4.24,11.53,13.37,19.71,21.2,12.89,89.89,3,0,1,0,0,,043_080,1,1,10元,,0.00%,,,
010015,华夏鼎清债券C,债券型,2025/11/20,1.145,0.07,-0.73,0.33,0.93,9.12,13.31,15.33,13.99,10.81,14.5,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
009752,大摩灵动优选债券A,债券型,2025/11/20,1.0616,-0.06,-0.55,2.58,2.4,9.82,13.27,14.3,13.66,10.7,6.16,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
018492,格林聚合增强债券C,债券型,2025/11/20,1.1868,0,-0.23,2.72,4.7,9.67,13.19,18.67,,11.97,18.67,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
000122,汇添富实业债债券A,债券型,2025/11/20,1.5903,0.03,0.04,3.09,2.87,7.69,13.12,20.75,24.34,10.48,103.04,3,1,1,0.1,0,,043,1,1,10元,1.00%,0.10%,0.10%,1,
004808,中银证券安弘债券C,债券型,2025/11/20,1.3884,-0.27,-1.01,0.98,3.65,11.15,13.09,19.64,13.2,10.81,38.84,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
014116,上银慧恒收益增强债券C,债券型,2025/11/20,0.9133,-0.54,-2.5,1.72,3.83,7.38,13.07,13.57,8.22,6.64,-8.69,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
000068,民生加银转债优选C,债券型,2025/11/20,0.7948,-0.23,-1.37,3.26,0.54,8.14,13.06,14.2,-1.02,10.7,9.6,3,0,1,0,0,,043_045,1,1,10元,0.00%,0.00%,0.00%,0,
009359,兴业稳健双利一年持有期债券C,债券型,2025/11/20,1.122,-0.14,-0.47,1.87,3.15,6.83,13,14.3,14.76,10.43,12.2,3,0,1,0,0,,043_073,1,1,10元,,0.00%,,,
013204,恒生前海恒源天利债券A,债券型,2025/11/20,1.2007,-0.42,-2.35,1.07,1.06,11.83,12.99,18.52,24.49,13.25,20.07,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
013423,宝盈安盛中短债债券A,债券型,2025/11/20,1.0329,0,0.01,0.09,0.23,0.76,12.98,16.02,17.55,0.72,18.42,0,1,1,0.04,0,,042,0,4,10元,0.40%,0.04%,0.04%,1,
006738,工银瑞信添慧债券A,债券型,2025/11/20,1.2511,-0.25,-1.49,-1.43,6.43,10.42,12.82,15.14,5.06,12.04,25.11,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
014868,大摩灵动优选债券C,债券型,2025/11/20,1.0452,-0.07,-0.56,2.53,2.29,9.59,12.81,13.36,12.28,10.3,3.26,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
013205,恒生前海恒源天利债券C,债券型,2025/11/20,1.1775,-0.43,-2.36,1.06,1.02,11.75,12.77,18.01,23.83,13.05,17.75,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
000123,汇添富实业债债券C,债券型,2025/11/20,1.5045,0.03,0.03,3.06,2.76,7.47,12.66,19.79,22.92,10.08,92.65,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
470010,汇添富多元收益债券A,债券型,2025/11/20,1.3694,-0.09,-0.65,1,5.67,9.03,12.4,17.72,16.01,10.2,144.8,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
013424,宝盈安盛中短债债券C,债券型,2025/11/20,1.0122,0,0.01,0.06,0.16,0.44,12.39,15.01,15.64,0.46,16.3,0,0,1,0,0,,042,0,4,10元,,0.00%,,,
006739,工银瑞信添慧债券C,债券型,2025/11/20,1.219,-0.25,-1.5,-1.47,6.32,10.2,12.37,14.22,3.81,11.63,21.9,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
006839,安信聚利增强债券A,债券型,2025/11/20,1.2925,0,-0.36,1.56,3.11,7.15,12.22,23.8,20.47,9.54,29.25,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
166010,中欧鼎利债券A,债券型,2025/11/20,1.2968,-0.18,-1.25,0.53,2.86,7.48,12.21,13.25,11.3,11.44,107.07,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
009519,中欧鼎利债券E,债券型,2025/11/20,1.4017,-0.18,-1.25,0.53,2.85,7.47,12.2,13.43,11.48,11.42,27.06,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
000184,工银添福债券A,债券型,2025/11/20,2.065,-0.05,-0.29,1.18,1.77,5.9,12.17,20.34,22.26,8.51,126.75,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
004486,嘉实稳怡债券,债券型,2025/11/20,1.0257,-0.16,-0.58,0.82,3.66,5.58,12.16,8.6,-0.68,12.75,16.54,3,1,1,0.08,0,,043,0,1,10元,0.80%,0.08%,0.08%,1,
014712,恒生前海恒裕债券A,债券型,2025/11/20,1.1083,0,0.03,0.23,9.69,10.33,12.08,16.9,23.61,11.03,27.03,3,1,1,0.06,0,,043,0,1,10元,0.60%,0.06%,0.06%,1,
001086,华富恒利债券A,债券型,2025/11/20,1.1986,-0.05,-1.32,1.86,-1.58,7.43,12.07,16.48,11.91,11.04,24.56,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
006840,安信聚利增强债券C,债券型,2025/11/20,1.2754,0,-0.37,1.54,3.07,7.05,12,23.31,19.73,9.35,27.54,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
470011,汇添富多元收益债券C,债券型,2025/11/20,1.3547,-0.1,-0.66,0.96,5.57,8.82,11.95,16.83,14.66,9.81,132.4,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
519162,新华增怡债券A,债券型,2025/11/20,1.6957,-0.22,-0.65,0.17,4.29,9.01,11.95,20.88,22.04,11.8,104.53,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
253060,国联安信心增长债券A,债券型,2025/11/20,1.2012,-0.08,-0.49,2.07,2.72,8.37,11.94,10.23,13.52,11.3,62.99,3,1,1,0.06,0,,043,1,1,10元,0.60%,0.06%,0.06%,1,
000185,工银添福债券B,债券型,2025/11/20,2.012,-0.05,-0.3,1.11,1.67,5.73,11.84,19.69,21.13,8.23,120.86,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
002521,永赢双利债券A,债券型,2025/11/20,1.2483,-0.28,-1.81,2.14,-0.58,11.85,11.77,15.41,12.64,12.1,315.94,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
009520,中欧鼎利债券C,债券型,2025/11/20,1.3686,-0.18,-1.25,0.5,2.76,7.26,11.76,12.34,9.95,11.03,24.06,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
253061,国联安信心增长债券B,债券型,2025/11/20,1.1911,-0.08,-0.49,2.05,2.64,8.2,11.61,9.52,12.45,11.01,56.23,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
007683,华商转债精选债券A,债券型,2025/11/20,1.2656,-0.14,-1.4,2.44,-2.65,7.12,11.56,11.27,13.18,9.69,26.56,3,1,1,0.08,0,,043_045,1,1,10元,0.80%,0.08%,0.08%,1,
001087,华富恒利债券C,债券型,2025/11/20,1.145,-0.05,-1.33,1.83,-1.67,7.17,11.55,15.54,10.41,10.59,16.69,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
180015,银华增强收益债券A,债券型,2025/11/20,1.3191,-0.21,-1,0.59,1.63,6.81,11.54,15.11,16.83,9.25,144.5,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
206003,鹏华信用增利债券A,债券型,2025/11/20,1.4001,-0.04,-0.69,0.52,1.8,6.27,11.5,13.29,9.63,9.17,106.16,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
519163,新华增怡债券C,债券型,2025/11/20,1.6928,-0.23,-0.66,0.12,4.19,8.78,11.5,19.91,20.58,11.41,103.97,0,0,1,0,0,,043,0,4,10元,0.00%,0.00%,0.00%,0,
013720,新华增怡债券E,债券型,2025/11/20,1.1945,-0.23,-0.66,0.13,4.19,8.79,11.5,19.92,20.56,11.4,19.45,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
007684,华商转债精选债券C,债券型,2025/11/20,1.2492,-0.14,-1.41,2.43,-2.66,7.11,11.47,10.86,12.43,9.64,24.92,3,0,1,0,0,,043_045,1,1,10元,,0.00%,,,
022577,鹏华信用增利债券D,债券型,2025/11/20,1.0998,-0.05,-0.69,0.51,1.8,6.26,11.46,,,9.17,9.98,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
004708,红塔红土盛商一年定开债A,债券型,2025/11/14,1.0666,,-0.39,-0.85,1.91,11.92,11.43,15.87,8.3,10.95,30.89,0,1,1,0.06,0,,043_071_080,0,5,10元,0.60%,0.06%,0.06%,1,
005908,华泰保兴尊利债券A,债券型,2025/11/20,1.3167,0,-0.61,0.8,0.4,4.1,11.4,23.72,26.12,7.47,57.54,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
002522,永赢双利债券C,债券型,2025/11/20,1.2444,-0.27,-1.81,2.11,-0.67,11.64,11.34,14.5,11.3,11.71,42.88,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
005843,金元顺安沣泉债券A,债券型,2025/11/20,1.1355,-0.23,-0.85,1.01,2.09,6.83,11.25,10.34,13.47,10.04,32.13,3,1,1,0.06,0,,043,1,1,10元,0.60%,0.06%,0.06%,1,
003275,国联安添利增长债A,债券型,2025/11/20,1.4868,-0.19,-1.29,0.55,1.2,8.57,11.25,15.23,17.9,10.21,63.92,3,1,1,0.07,0,,043,1,1,10元,0.70%,0.07%,0.07%,1,
007833,长盛稳怡添利债券A,债券型,2025/11/20,1.2488,0.1,0.27,3.16,2.74,7.06,11.17,18.87,17.17,9.36,30.61,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
004952,兴全恒益债券A,债券型,2025/11/20,1.4849,-0.28,-1.43,1.87,2.02,8.62,11.09,13.9,14.85,10.28,56.22,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
017498,淳厚添益债券A,债券型,2025/11/20,1.2051,-0.02,-0.5,0.95,2.36,8.89,11.06,20.32,,10.57,20.51,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
206004,鹏华信用增利债券B,债券型,2025/11/20,1.479,-0.04,-0.7,0.48,1.7,6.06,11.05,12.38,8.31,8.78,96.85,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
002276,中邮纯债恒利债券A,债券型,2025/11/20,1.459,-0.07,-0.34,1.6,1.39,6.19,11.04,18.04,21.99,8.72,62.04,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
001257,兴业收益增强债券A,债券型,2025/11/20,1.571,0,-0.44,0.13,3.08,6.8,11.02,19.11,20.01,8.87,87.41,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
014503,泰信汇盈债券C,债券型,2025/11/20,1.1177,0.01,0.02,0.09,0.27,8.51,11.01,13.85,18.25,9.15,19.5,3,0,1,0,0,,041,0,1,10元,,0.00%,,,
019486,金元顺安沣泉债券C,债券型,2025/11/20,1.1214,-0.23,-0.86,0.98,2.02,6.71,11.01,8.97,,9.84,9.23,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
004709,红塔红土盛商一年定开债C,债券型,2025/11/14,1.0403,,-0.38,-0.88,1.81,11.69,10.99,14.95,7,10.58,26.71,0,0,1,0,0,,043_071_080,0,5,10元,,0.00%,,,
019943,兴业恒益6个月持有期债券A,债券型,2025/11/20,1.1459,-0.06,-0.32,0.04,2.07,7.76,10.98,,,9.01,14.59,3,1,1,0.06,0,,043_073_701,1,1,10元,0.60%,0.06%,0.06%,1,
005909,华泰保兴尊利债券C,债券型,2025/11/20,1.2891,0,-0.62,0.77,0.3,3.9,10.97,22.76,24.64,7.09,52.95,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
012789,汇添富双享回报债券A,债券型,2025/11/20,1.1499,-0.12,-0.98,0.74,3.32,7.06,10.95,17.76,16.29,9.06,14.99,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
